Country,Code,Period,Year,GDP Per Person,Annual Average Working Hours Adjusted Composite Series,Real GDP of England at market prices,Population (England),GDP per hour per person,Real GDP (Â£B),Region,Real GDP of England at market prices (20-year moving average),GDP Per Person (20-year moving average),"Population (England, 20-year moving average)",GDP per hour per person (20-year moving average),Year (20-year moving average)
United Kingdom,GBR,,1875,4131,2990.51,93242000000.0,22571000,1.38,93.2,Europe,72898200000.0,3618.25,20022600.0,1.1355,1865.5
United Kingdom,GBR,,1876,4090,2989.34,93568000000.0,22880000,1.37,93.6,Europe,74667500000.0,3659.5,20275600.0,1.1545,1866.5
United Kingdom,GBR,,1877,4067,2981.53,94340000000.0,23194000,1.36,94.3,Europe,76445800000.0,3699.8,20534250.0,1.173,1867.5
United Kingdom,GBR,,1878,4011,2978.7,94295000000.0,23511000,1.35,94.3,Europe,78232100000.0,3739.65,20798650.0,1.1915,1868.5
United Kingdom,GBR,,1879,3880,2979.74,92472000000.0,23833000,1.30,92.5,Europe,79815700000.0,3768.65,21069000.0,1.206,1869.5
United Kingdom,GBR,,1880,4116,3000.7,99439000000.0,24159000,1.37,99.4,Europe,81669850000.0,3807.1,21345500.0,1.2235,1870.5
United Kingdom,GBR,,1881,4169,2994.28,102032000000.0,24474000,1.39,102.0,Europe,83596500000.0,3846.95,21627550.0,1.2415,1871.5
United Kingdom,GBR,,1882,4183,2994.77,103728000000.0,24797000,1.40,103.7,Europe,85633300000.0,3890.95,21913750.0,1.2605,1872.5
United Kingdom,GBR,,1883,4273,2994.15,106880000000.0,25013000,1.43,106.9,Europe,87655350000.0,3932.6,22198650.0,1.279,1873.5
United Kingdom,GBR,,1884,4179,2993.26,105691000000.0,25292000,1.40,105.7,Europe,89569750000.0,3969.25,22485200.0,1.296,1874.5
United Kingdom,GBR,,1885,4089,2993.75,104574000000.0,25574000,1.37,104.6,Europe,91268000000.0,3995.5,22773400.0,1.3094999999999999,1875.5
United Kingdom,GBR,,1886,4058,2994.24,104932000000.0,25859000,1.36,104.9,Europe,92934450000.0,4019.95,23063250.0,1.322,1876.5
United Kingdom,GBR,,1887,4188,2994.45,109518000000.0,26148000,1.40,109.5,Europe,94810900000.0,4052.2,23354800.0,1.3365,1877.5
United Kingdom,GBR,,1888,4283,2994.94,113242000000.0,26440000,1.43,113.2,Europe,96729250000.0,4084.4,23648050.0,1.351,1878.5
United Kingdom,GBR,,1889,4376,2995.43,116980000000.0,26735000,1.46,117.0,Europe,98740350000.0,4119.0,23942950.0,1.366,1879.5
United Kingdom,GBR,,1890,4376,2995.92,118163000000.0,27003000,1.46,118.2,Europe,100504950000.0,4141.45,24238000.0,1.3775,1880.5
United Kingdom,GBR,,1891,4461,2982.33,121795000000.0,27304000,1.50,121.8,Europe,102208250000.0,4159.3,24534400.0,1.3875,1881.5
United Kingdom,GBR,,1892,4299,2978.65,118737000000.0,27618000,1.44,118.7,Europe,103740450000.0,4171.0,24831850.0,1.394,1882.5
United Kingdom,GBR,,1893,4212,2960.46,117668000000.0,27936000,1.42,117.7,Europe,105188400000.0,4179.7,25130350.0,1.3985,1883.5
United Kingdom,GBR,,1894,4373,2968.92,123579000000.0,28257000,1.47,123.6,Europe,106743750000.0,4190.7,25429900.0,1.403,1884.5
United Kingdom,GBR,,1895,4466,2971.4,127647000000.0,28582000,1.50,127.6,Europe,108464000000.0,4207.45,25730450.0,1.409,1885.5
United Kingdom,GBR,,1896,4602,2964.45,133058000000.0,28911000,1.55,133.1,Europe,110438500000.0,4233.05,26032000.0,1.418,1886.5
United Kingdom,GBR,,1897,4601,2957.77,135019000000.0,29344000,1.56,135.0,Europe,112472450000.0,4259.75,26339500.0,1.428,1887.5
United Kingdom,GBR,,1898,4791,2928.41,141726000000.0,29580000,1.64,141.7,Europe,114844000000.0,4298.75,26642950.0,1.4425000000000001,1888.5
United Kingdom,GBR,,1899,4922,2951.85,147257000000.0,29921000,1.67,147.3,Europe,117583250000.0,4350.85,26947350.0,1.4609999999999999,1889.5
United Kingdom,GBR,,1900,4871,2950.15,147356000000.0,30253000,1.65,147.4,Europe,119979100000.0,4388.6,27252050.0,1.475,1890.5
United Kingdom,GBR,,1901,4930,2949.6,150837000000.0,30594000,1.67,150.8,Europe,122419350000.0,4426.65,27558050.0,1.4889999999999999,1891.5
United Kingdom,GBR,,1902,4958,2942.68,153241000000.0,30907000,1.68,153.2,Europe,124895000000.0,4465.4,27863550.0,1.503,1892.5
United Kingdom,GBR,,1903,4859,2943.69,151617000000.0,31202000,1.65,151.6,Europe,127131850000.0,4494.7,28173000.0,1.514,1893.5
United Kingdom,GBR,,1904,4876,2944.57,153714000000.0,31522000,1.66,153.7,Europe,129533000000.0,4529.55,28484500.0,1.527,1894.5
United Kingdom,GBR,,1905,4991,2944.11,158930000000.0,31844000,1.70,158.9,Europe,132250800000.0,4574.65,28798000.0,1.5435,1895.5
United Kingdom,GBR,,1906,5065,2943.22,162943000000.0,32171000,1.72,162.9,Europe,135151350000.0,4625.0,29113600.0,1.5614999999999999,1896.5
United Kingdom,GBR,,1907,5116,2942.18,167047000000.0,32653000,1.74,167.0,Europe,138027800000.0,4671.4,29438850.0,1.5785,1897.5
United Kingdom,GBR,,1908,4888,2934.1,160492000000.0,32834000,1.67,160.5,Europe,140390300000.0,4701.65,29758550.0,1.5905,1898.5
United Kingdom,GBR,,1909,4955,2928.81,164368000000.0,33170000,1.69,164.4,Europe,142759700000.0,4730.6,30080300.0,1.6019999999999999,1899.5
United Kingdom,GBR,,1910,5067,2925.68,169147000000.0,33382000,1.73,169.1,Europe,145308900000.0,4765.15,30399250.0,1.6154999999999997,1900.5
United Kingdom,GBR,,1911,5180,2925.58,174587000000.0,33704000,1.77,174.6,Europe,147948500000.0,4801.1,30719250.0,1.629,1901.5
United Kingdom,GBR,,1912,5245,2909.5,177560000000.0,33852000,1.80,177.6,Europe,150889650000.0,4848.4,31030950.0,1.6469999999999998,1902.5
United Kingdom,GBR,,1913,5442,2908.07,185317000000.0,34055000,1.87,185.3,Europe,154272100000.0,4909.9,31336900.0,1.6695,1903.5
United Kingdom,GBR,,1914,5485,2899.17,188942000000.0,34444000,1.89,188.9,Europe,157540250000.0,4965.5,31646250.0,1.6905000000000001,1904.5
United Kingdom,GBR,,1915,5722,2899.41,199235000000.0,34818000,1.97,199.2,Europe,161119650000.0,5028.3,31958050.0,1.714,1905.5
United Kingdom,GBR,,1916,5782,2897.0,201400000000.0,34830000,2.00,201.4,Europe,164536750000.0,5087.3,32254000.0,1.7365000000000002,1906.5
United Kingdom,GBR,,1917,5747,2893.15,200171000000.0,34831000,1.99,200.2,Europe,167794350000.0,5144.6,32528350.0,1.7579999999999998,1907.5
United Kingdom,GBR,,1918,5859,2890.43,203906000000.0,34805000,2.03,203.9,Europe,170903350000.0,5198.0,32789600.0,1.7774999999999999,1908.5
United Kingdom,GBR,,1919,5423,2617.73,187816000000.0,34634000,2.07,187.8,Europe,172931300000.0,5223.05,33025250.0,1.7974999999999999,1909.5
United Kingdom,GBR,,1920,5059,2513.68,176887000000.0,34968000,2.01,176.9,Europe,174407850000.0,5232.45,33261000.0,1.8154999999999997,1910.5
United Kingdom,GBR,,1921,4529,2405.33,159749000000.0,35274000,1.88,159.7,Europe,174853450000.0,5212.4,33495000.0,1.8259999999999998,1911.5
United Kingdom,GBR,,1922,4737,2429.2,168269000000.0,35519000,1.95,168.3,Europe,175604850000.0,5201.35,33725600.0,1.8395,1912.5
United Kingdom,GBR,,1923,4848,2402.84,173294000000.0,35745000,2.02,173.3,Europe,176688700000.0,5200.8,33952750.0,1.8579999999999999,1913.5
United Kingdom,GBR,,1924,5033,2372.44,181514000000.0,36065000,2.12,181.5,Europe,178078700000.0,5208.65,34179900.0,1.8810000000000002,1914.5
United Kingdom,GBR,,1925,5192,2396.13,187945000000.0,36198000,2.17,187.9,Europe,179529450000.0,5218.7,34397600.0,1.9044999999999999,1915.5
United Kingdom,GBR,,1926,5006,2373.69,182123000000.0,36383000,2.11,182.1,Europe,180488450000.0,5215.75,34608200.0,1.924,1916.5
United Kingdom,GBR,,1927,5365,2443.61,196173000000.0,36562000,2.20,196.2,Europe,181944750000.0,5228.2,34803650.0,1.9469999999999998,1917.5
United Kingdom,GBR,,1928,5380,2439.44,197969000000.0,36796000,2.21,198.0,Europe,183818600000.0,5252.8,35001750.0,1.9739999999999998,1918.5
United Kingdom,GBR,,1929,5516,2426.64,203664000000.0,36923000,2.27,203.7,Europe,185783400000.0,5280.85,35189400.0,2.003,1919.5
United Kingdom,GBR,,1930,5437,2418.69,202089000000.0,37172000,2.25,202.1,Europe,187430500000.0,5299.35,35378900.0,2.029,1920.5
United Kingdom,GBR,,1931,5155,2416.73,192757000000.0,37395000,2.13,192.8,Europe,188339000000.0,5298.1,35563450.0,2.0469999999999997,1921.5
United Kingdom,GBR,,1932,5131,2414.92,193013000000.0,37619000,2.12,193.0,Europe,189111650000.0,5292.4,35751800.0,2.063,1922.5
United Kingdom,GBR,,1933,5274,2412.83,199279000000.0,37782000,2.19,199.3,Europe,189809750000.0,5284.0,35938150.0,2.0789999999999997,1923.5
United Kingdom,GBR,,1934,5573,2416.5,211304000000.0,37913000,2.31,211.3,Europe,190927850000.0,5288.4,36111600.0,2.1,1924.5
United Kingdom,GBR,,1935,5754,2430.83,219260000000.0,38107000,2.37,219.3,Europe,191929100000.0,5290.0,36276050.0,2.12,1925.5
United Kingdom,GBR,,1936,5998,2443.85,229862000000.0,38322000,2.45,229.9,Europe,193352200000.0,5300.8,36450650.0,2.1424999999999996,1926.5
United Kingdom,GBR,,1937,6175,2454.33,238059000000.0,38552000,2.52,238.1,Europe,195246600000.0,5322.2,36636700.0,2.169,1927.5
United Kingdom,GBR,,1938,6195,2347.19,240060000000.0,38749000,2.64,240.1,Europe,197054300000.0,5339.0,36833900.0,2.1995,1928.5
United Kingdom,GBR,,1939,6435,2394.09,250785000000.0,38973000,2.69,250.8,Europe,200202750000.0,5389.6,37050850.0,2.2305,1929.5
United Kingdom,GBR,,1940,7012,2440.85,275846000000.0,39339000,2.87,275.8,Europe,205150700000.0,5487.25,37269400.0,2.2735000000000003,1930.5
United Kingdom,GBR,,1941,7665,2431.57,300057000000.0,39145000,3.15,300.1,Europe,212166100000.0,5644.05,37462950.0,2.337,1931.5
United Kingdom,GBR,,1942,7763,2422.17,305632000000.0,39371000,3.20,305.6,Europe,219034250000.0,5795.35,37655550.0,2.3994999999999997,1932.5
United Kingdom,GBR,,1943,7816,2412.78,311082000000.0,39803000,3.24,311.1,Europe,225923650000.0,5943.75,37858450.0,2.4605,1933.5
United Kingdom,GBR,,1944,7440,2402.88,297583000000.0,40000000,3.10,297.6,Europe,231727100000.0,6064.1,38055200.0,2.5095,1934.5
United Kingdom,GBR,,1945,7066,2314.68,284156000000.0,40214000,3.05,284.2,Europe,236537650000.0,6157.8,38256000.0,2.5535,1935.5
United Kingdom,GBR,,1946,6895,2276.11,277347000000.0,40227000,3.03,277.3,Europe,241298850000.0,6252.25,38448200.0,2.5995,1936.5
United Kingdom,GBR,,1947,6757,2200.19,273982000000.0,40549000,3.07,274.0,Europe,245189300000.0,6321.85,38647550.0,2.643,1937.5
United Kingdom,GBR,,1948,6906,2180.72,282806000000.0,40950000,3.17,282.8,Europe,249431150000.0,6398.15,38855250.0,2.691,1938.5
United Kingdom,GBR,,1949,7098,2170.89,292553000000.0,41214000,3.27,292.6,Europe,253875600000.0,6477.25,39069800.0,2.7409999999999997,1939.5
United Kingdom,GBR,,1950,7301,2183.96,302432000000.0,41421000,3.34,302.4,Europe,258892750000.0,6570.45,39282250.0,2.7954999999999997,1940.5
United Kingdom,GBR,,1951,7615,2192.68,313963000000.0,41228000,3.47,314.0,Europe,264953050000.0,6693.45,39473900.0,2.8625,1941.5
United Kingdom,GBR,,1952,7715,2160.87,319153000000.0,41367000,3.57,319.2,Europe,271260050000.0,6822.65,39661300.0,2.9349999999999996,1942.5
United Kingdom,GBR,,1953,8117,2164.8,336989000000.0,41515000,3.75,337.0,Europe,278145550000.0,6964.8,39847950.0,3.013,1943.5
United Kingdom,GBR,,1954,8439,2168.95,351677000000.0,41673000,3.89,351.7,Europe,285164200000.0,7108.1,40035950.0,3.092,1944.5
United Kingdom,GBR,,1955,8732,2167.38,365337000000.0,41838000,4.03,365.3,Europe,292468050000.0,7257.0,40222500.0,3.175,1945.5
United Kingdom,GBR,,1956,8832,2153.8,371470000000.0,42059000,4.10,371.5,Europe,299548450000.0,7398.7,40409350.0,3.2574999999999994,1946.5
United Kingdom,GBR,,1957,8956,2132.27,378804000000.0,42296000,4.20,378.8,Europe,306585700000.0,7537.75,40596550.0,3.3415,1947.5
United Kingdom,GBR,,1958,9033,2102.47,383828000000.0,42494000,4.30,383.8,Europe,313774100000.0,7679.65,40783800.0,3.4244999999999997,1948.5
United Kingdom,GBR,,1959,9350,2112.25,399831000000.0,42763000,4.43,399.8,Europe,321226400000.0,7825.4,40973300.0,3.5115000000000003,1949.5
United Kingdom,GBR,,1960,9855,2103.6,425188000000.0,43146000,4.68,425.2,Europe,328693500000.0,7967.55,41163650.0,3.6019999999999994,1950.5
United Kingdom,GBR,,1961,10027,2066.83,436823000000.0,43566000,4.85,436.8,Europe,335531800000.0,8085.65,41384700.0,3.6870000000000003,1951.5
United Kingdom,GBR,,1962,10041,2029.06,441844000000.0,44006000,4.95,441.8,Europe,342342400000.0,8199.55,41616450.0,3.7745000000000006,1952.5
United Kingdom,GBR,,1963,10463,2020.61,463646000000.0,44311000,5.18,463.6,Europe,349970600000.0,8331.9,41841850.0,3.8714999999999997,1953.5
United Kingdom,GBR,,1964,10965,2020.85,489587000000.0,44648000,5.43,489.6,Europe,359570800000.0,8508.15,42074250.0,3.9880000000000004,1954.5
United Kingdom,GBR,,1965,11123,1997.58,500279000000.0,44979000,5.57,500.3,Europe,370376950000.0,8711.0,42312500.0,4.114,1955.5
United Kingdom,GBR,,1966,11231,1941.62,508385000000.0,45265000,5.78,508.4,Europe,381928850000.0,8927.8,42564400.0,4.2515,1956.5
United Kingdom,GBR,,1967,11475,1929.54,522808000000.0,45562000,5.95,522.8,Europe,394370150000.0,9163.7,42815050.0,4.3955,1957.5
United Kingdom,GBR,,1968,12046,1922.22,551593000000.0,45791000,6.27,551.6,Europe,407809500000.0,9420.7,43057100.0,4.5505,1958.5
United Kingdom,GBR,,1969,12224,1912.62,562496000000.0,46014000,6.39,562.5,Europe,421306650000.0,9677.0,43297100.0,4.7065,1959.5
United Kingdom,GBR,,1970,12522,1870.91,578087000000.0,46167000,6.69,578.1,Europe,435089400000.0,9938.05,43534400.0,4.874,1960.5
United Kingdom,GBR,,1971,12896,1830.16,598523000000.0,46412000,7.05,598.5,Europe,449317400000.0,10202.1,43793600.0,5.052999999999999,1961.5
United Kingdom,GBR,,1972,13384,1851.35,623323000000.0,46572000,7.23,623.3,Europe,464525900000.0,10485.55,44053850.0,5.236,1962.5
United Kingdom,GBR,,1973,14215,1860.25,663649000000.0,46686000,7.64,663.6,Europe,480858900000.0,10790.45,44312400.0,5.4305,1963.5
United Kingdom,GBR,,1974,13858,1845.31,646956000000.0,46683000,7.51,647.0,Europe,495622850000.0,11061.4,44562900.0,5.6115,1964.5
United Kingdom,GBR,,1975,13649,1814.07,637048000000.0,46674000,7.52,637.0,Europe,509208400000.0,11307.25,44804700.0,5.786,1965.5
United Kingdom,GBR,,1976,14046,1807.02,655374000000.0,46660000,7.77,655.4,Europe,523403600000.0,11567.95,45034750.0,5.9695,1966.5
United Kingdom,GBR,,1977,14392,1816.93,671224000000.0,46640000,7.92,671.2,Europe,538024600000.0,11839.75,45251950.0,6.1555,1967.5
United Kingdom,GBR,,1978,14989,1818.04,699077000000.0,46638000,8.24,699.1,Europe,553787050000.0,12137.55,45459150.0,6.352500000000001,1968.5
United Kingdom,GBR,,1979,15523,1815.5,724874000000.0,46698000,8.55,724.9,Europe,570039200000.0,12446.2,45655900.0,6.5584999999999996,1969.5
United Kingdom,GBR,,1980,15170,1785.32,709767000000.0,46787000,8.50,709.8,Europe,584268150000.0,12711.95,45837950.0,6.7495,1970.5
United Kingdom,GBR,,1981,15034,1749.09,703930000000.0,46821000,8.60,703.9,Europe,597623500000.0,12962.3,46000700.0,6.937,1971.5
United Kingdom,GBR,,1982,15360,1745.41,718494000000.0,46777000,8.80,718.5,Europe,611456000000.0,13228.25,46139250.0,7.1295,1972.5
United Kingdom,GBR,,1983,16004,1739.55,749210000000.0,46814000,9.20,749.2,Europe,625734200000.0,13505.3,46264400.0,7.330499999999999,1973.5
United Kingdom,GBR,,1984,16342,1745.74,766651000000.0,46912000,9.36,766.7,Europe,639587400000.0,13774.15,46377600.0,7.527000000000001,1974.5
United Kingdom,GBR,,1985,16983,1748.09,799170000000.0,47057000,9.72,799.2,Europe,654531950000.0,14067.15,46481500.0,7.7345,1975.5
United Kingdom,GBR,,1986,17479,1742.74,824801000000.0,47188000,10.03,824.8,Europe,670352750000.0,14379.55,46577650.0,7.947000000000001,1976.5
United Kingdom,GBR,,1987,18382,1747.55,869460000000.0,47300000,10.52,869.5,Europe,687685350000.0,14724.9,46664550.0,8.1755,1977.5
United Kingdom,GBR,,1988,19410,1754.71,920259000000.0,47412000,11.06,920.3,Europe,706118650000.0,15093.1,46745600.0,8.415,1978.5
United Kingdom,GBR,,1989,19863,1758.56,944522000000.0,47553000,11.29,944.5,Europe,725219950000.0,15475.05,46822550.0,8.66,1979.5
United Kingdom,GBR,,1990,19954,1745.93,951790000000.0,47699000,11.43,951.8,Europe,743905100000.0,15846.65,46899150.0,8.897,1980.5
United Kingdom,GBR,,1991,19669,1720.5,941631000000.0,47875000,11.43,941.6,Europe,761060500000.0,16185.3,46972300.0,9.116,1981.5
United Kingdom,GBR,,1992,19672,1714.32,944232000000.0,47998000,11.48,944.2,Europe,777105950000.0,16499.7,47043600.0,9.3285,1982.5
United Kingdom,GBR,,1993,20105,1710.32,967096000000.0,48102000,11.76,967.1,Europe,792278300000.0,16794.2,47114400.0,9.5345,1983.5
United Kingdom,GBR,,1994,20814,1720.57,1003827000000.0,48229000,12.10,1003.8,Europe,810121850000.0,17142.0,47191700.0,9.764,1984.5
United Kingdom,GBR,,1995,21250,1722.64,1028125000000.0,48383000,12.34,1028.1,Europe,829675700000.0,17522.05,47277150.0,10.005,1985.5
United Kingdom,GBR,,1996,21712,1722.1,1053444000000.0,48519000,12.61,1053.4,Europe,849579200000.0,17905.35,47370100.0,10.247,1986.5
United Kingdom,GBR,,1997,22305,1721.2,1085474000000.0,48665000,12.96,1085.5,Europe,870291700000.0,18301.0,47471350.0,10.498999999999999,1987.5
United Kingdom,GBR,,1998,23031,1717.03,1124397000000.0,48821000,13.41,1124.4,Europe,891557700000.0,18703.1,47580500.0,10.7575,1988.5
United Kingdom,GBR,,1999,23754,1708.61,1164715000000.0,49033000,13.90,1164.7,Europe,913549750000.0,19114.65,47697250.0,11.025,1989.5
United Kingdom,GBR,,2000,24402,1692.93,1201398000000.0,49233000,14.41,1201.4,Europe,938131300000.0,19576.25,47819550.0,11.3205,1990.5
United Kingdom,GBR,,2001,25021,1695.98,1237291000000.0,49450000,14.75,1237.3,Europe,964799350000.0,20075.6,47951000.0,11.628,1991.5
United Kingdom,GBR,,2002,25550,1678.58,1269281000000.0,49679000,15.22,1269.3,Europe,992338700000.0,20585.1,48096100.0,11.949,1992.5
United Kingdom,GBR,,2003,26341,1669.39,1315119000000.0,49926000,15.78,1315.1,Europe,1020634150000.0,21101.95,48251700.0,12.278,1993.5
United Kingdom,GBR,,2004,26777,1666.7,1344096000000.0,50195000,16.07,1344.1,Europe,1049506400000.0,21623.7,48415850.0,12.613499999999998,1994.5
United Kingdom,GBR,,2005,27284,1669.73,1380757000000.0,50606000,16.34,1380.8,Europe,1078585750000.0,22138.75,48593300.0,12.9445,1995.5
United Kingdom,GBR,,2006,27669,1663.99,1410161000000.0,50965000,16.63,1410.2,Europe,1107853750000.0,22648.25,48782150.0,13.2745,1996.5
United Kingdom,GBR,,2007,28237,1665.84,1450845000000.0,51381000,16.95,1450.8,Europe,1136923000000.0,23141.0,48986200.0,13.596,1997.5
United Kingdom,GBR,,2008,27766,1660.46,1438728000000.0,51816000,16.72,1438.7,Europe,1162846450000.0,23558.8,49206400.0,13.879,1998.5
United Kingdom,GBR,,2009,26453,1638.34,1380762000000.0,52196000,16.15,1380.8,Europe,1184658450000.0,23888.3,49438550.0,14.122,1999.5
United Kingdom,GBR,,2010,26775,1643.2,1409477000000.0,52642000,16.29,1409.5,Europe,1207542800000.0,24229.35,49685700.0,14.364999999999998,2000.5
United Kingdom,GBR,,2011,26915,1641.33,1429366000000.0,53107000,16.40,1429.4,Europe,1231929550000.0,24591.65,49947300.0,14.613500000000002,2001.5
United Kingdom,GBR,,2012,27206,1655.09,1455375000000.0,53494000,16.44,1455.4,Europe,1257486700000.0,24968.35,50222100.0,14.861500000000001,2002.5
United Kingdom,GBR,,2013,27544,1665.88,1483697000000.0,53866000,16.53,1483.7,Europe,1283316750000.0,25340.3,50510300.0,15.1,2003.5
United Kingdom,GBR,,2014,28257,1672.25,1534814000000.0,54317000,16.90,1534.8,Europe,1309866100000.0,25712.45,50814700.0,15.34,2004.5
United Kingdom,GBR,,2015,28693,1669.06,1571982000000.0,54786000,17.19,1572.0,Europe,1337058950000.0,26084.6,51134850.0,15.582500000000001,2005.5
United Kingdom,GBR,,2016,28982,1668.39,1600372000000.0,55219000,17.37,1600.4,Europe,1364405350000.0,26448.1,51469850.0,15.820500000000001,2006.5
